province,electorialDistrictNumber,party,points
ขอนแก่น,6,ชาติไทยพัฒนา,350
ขอนแก่น,6,ชาติพัฒนา,322
ขอนแก่น,6,ประชานิยม,321
ขอนแก่น,6,ภูมิใจไทย,307
ขอนแก่น,6,รักษ์ผืนป่าประเทศไทย,273
ขอนแก่น,6,ครูไทยเพื่อประชาชน,264
ขอนแก่น,6,ประชาธิปไตยใหม่,230
ขอนแก่น,6,พลังไทยรักไทย,230
ขอนแก่น,6,ภาคีเครือข่ายไทย,193
ขอนแก่น,6,พลังไทสร้างชาติ,188
ขอนแก่น,6,ประชาชาติ,174
ขอนแก่น,6,พลังปวงชนไทย,158
ขอนแก่น,6,พลเมืองไทย,157
ขอนแก่น,6,รวมพลังประชาชาติไทย,138
ขอนแก่น,6,เพื่อนไทยพัฒนา,126
ขอนแก่น,6,พลังประชาธิปไตย,77
ขอนแก่น,6,ผึ้งหลวง,71
ขอนแก่น,6,ประชาธรรมไทย,68
ขอนแก่น,6,รักท้องถิ่นไทย,63
ขอนแก่น,6,ทางเลือกใหม่,62
ขอนแก่น,6,ประชากรไทย,39
ขอนแก่น,6,เพื่อแผ่นดิน,29
ขอนแก่น,6,ประชาภิวัฒน์,28
ขอนแก่น,6,ไทรักธรรม,24
ขอนแก่น,6,ประชาไทย,23
ขอนแก่น,6,พลังชาติไทย,21
ขอนแก่น,6,แทนคุณแผ่นดิน,14
ขอนแก่น,7,เพื่อไทย,29710
ขอนแก่น,7,พลังประชารัฐ,26553
ขอนแก่น,7,ก้าวไกล,12414
ขอนแก่น,7,ประชาชาติ,9350
ขอนแก่น,7,เพื่อชาติ,1767
ขอนแก่น,7,เสรีรวมไทย,1062
ขอนแก่น,7,ประชาธิปัตย์,889
ขอนแก่น,7,ครูไทยเพื่อประชาชน,798
ขอนแก่น,7,ไทรักธรรม,599
ขอนแก่น,7,เพื่อนไทยพัฒนา,564
ขอนแก่น,7,ภูมิใจไทย,549
ขอนแก่น,7,รวมพลังประชาชาติไทย,473
ขอนแก่น,7,พลังไทยรักไทย,442
ขอนแก่น,7,เศรษฐกิจใหม่,417
ขอนแก่น,7,พลังธรรมใหม่,318
ขอนแก่น,7,เครือข่ายชาวนาแห่งประเทศไทย,263
ขอนแก่น,7,ชาติพัฒนา,255
ขอนแก่น,7,พลเมืองไทย,229
ขอนแก่น,7,ทางเลือกใหม่,217
ขอนแก่น,7,ชาติไทยพัฒนา,200
ขอนแก่น,7,ประชานิยม,187
ขอนแก่น,7,รักษ์ผืนป่าประเทศไทย,156
ขอนแก่น,7,ประชาธรรมไทย,147
ขอนแก่น,7,ประชาธิปไตยใหม่,132
ขอนแก่น,7,พลังท้องถิ่นไท,130
ขอนแก่น,7,พลังไทสร้างชาติ,129
ขอนแก่น,7,มหาชน,107
ขอนแก่น,7,ประชาภิวัฒน์,106
ขอนแก่น,7,ไทยศรีวิไลย์,106
ขอนแก่น,7,ประชาชนปฏิรูป,72
ขอนแก่น,7,แผ่นดินธรรม,69
ขอนแก่น,7,ฐานรากไทย,65
ขอนแก่น,7,เพื่อแผ่นดิน,55
ขอนแก่น,7,แทนคุณแผ่นดิน,53
ขอนแก่น,7,พลังชาติไทย,51
ขอนแก่น,7,ผึ้งหลวง,42
ขอนแก่น,7,ประชาธิปไตยเพื่อประชาชน,23
ขอนแก่น,7,ภาคีเครือข่ายไทย,12
ขอนแก่น,8,เพื่อไทย,53205
ขอนแก่น,8,ก้าวไกล,12266
ขอนแก่น,8,พลังประชารัฐ,10984
ขอนแก่น,8,ภูมิใจไทย,2133
ขอนแก่น,8,เสรีรวมไทย,1408
ขอนแก่น,8,พลเมืองไทย,1256
ขอนแก่น,8,เพื่อชาติ,1036
ขอนแก่น,8,ประชาธิปัตย์,1003
ขอนแก่น,8,สยามพัฒนา,837
ขอนแก่น,8,ครูไทยเพื่อประชาชน,827
ขอนแก่น,8,มหาชน,720
ขอนแก่น,8,พลังรัก,479
ขอนแก่น,8,เศรษฐกิจใหม่,478
ขอนแก่น,8,ชาติไทยพัฒนา,444
ขอนแก่น,8,รักษ์ผืนป่าประเทศไทย,368
ขอนแก่น,8,พลังท้องถิ่นไท,288
ขอนแก่น,8,พลังชาติไทย,270
ขอนแก่น,8,พลังธรรมใหม่,233
ขอนแก่น,8,พลังไทยรักไทย,184
ขอนแก่น,8,ทางเลือกใหม่,179
ขอนแก่น,8,ชาติพัฒนา,177
ขอนแก่น,8,กลาง,172
ขอนแก่น,8,ไทยศรีวิไลย์,160
ขอนแก่น,8,ภาคีเครือข่ายไทย,146
ขอนแก่น,8,รวมพลังประชาชาติไทย,137
ขอนแก่น,8,ประชาธิปไตยเพื่อประชาชน,122
ขอนแก่น,8,ประชาชาติ,119
ขอนแก่น,8,พลังครูไทย,113
ขอนแก่น,8,เครือข่ายชาวนาแห่งประเทศไทย,108
ขอนแก่น,8,ประชาชนปฏิรูป,103
ขอนแก่น,8,พลังไทสร้างชาติ,94
ขอนแก่น,8,เพื่อนไทยพัฒนา,92
ขอนแก่น,8,พลังปวงชนไทย,88
ขอนแก่น,8,ประชานิยม,84
ขอนแก่น,8,ประชาภิวัฒน์,75
ขอนแก่น,8,แผ่นดินธรรม,66
ขอนแก่น,8,เพื่อแผ่นดิน,55
ขอนแก่น,8,แทนคุณแผ่นดิน,33
ขอนแก่น,8,ไทรักธรรม,33
ขอนแก่น,8,ฐานรากไทย,19
ขอนแก่น,9,เพื่อไทย,51843
ขอนแก่น,9,พลังประชารัฐ,11214
ขอนแก่น,9,ก้าวไกล,8633
ขอนแก่น,9,ภูมิใจไทย,4576
ขอนแก่น,9,ประชาธรรมไทย,2550
ขอนแก่น,9,เสรีรวมไทย,1057
ขอนแก่น,9,พลังไทสร้างชาติ,837
ขอนแก่น,9,ประชาชาติ,786
ขอนแก่น,9,เศรษฐกิจใหม่,777
ขอนแก่น,9,ประชาธิปัตย์,728
ขอนแก่น,9,รวมพลังประชาชาติไทย,534
ขอนแก่น,9,พลังปวงชนไทย,374
ขอนแก่น,9,รักษ์ผืนป่าประเทศไทย,334
ขอนแก่น,9,ชาติไทยพัฒนา,303
ขอนแก่น,9,เพื่อนไทยพัฒนา,298
ขอนแก่น,9,พลังท้องถิ่นไท,250
ขอนแก่น,9,สยามพัฒนา,250
ขอนแก่น,9,พลังศรัทธา,247
ขอนแก่น,9,ครูไทยเพื่อประชาชน,208
ขอนแก่น,9,ไทยศรีวิไลย์,150
ขอนแก่น,9,ทางเลือกใหม่,130
ขอนแก่น,9,เพื่อแผ่นดิน,117
ขอนแก่น,9,ประชาภิวัฒน์,98
ขอนแก่น,9,พลังไทยรักไทย,88
ขอนแก่น,9,กลาง,83
ขอนแก่น,9,แทนคุณแผ่นดิน,81
ขอนแก่น,9,พลังชาติไทย,76
ขอนแก่น,9,เพื่อชาติ,70
ขอนแก่น,9,ภาคีเครือข่ายไทย,70
ขอนแก่น,9,ประชาธิปไตยเพื่อประชาชน,68
ขอนแก่น,9,ฐานรากไทย,66
ขอนแก่น,9,พลังธรรมใหม่,63
ขอนแก่น,9,พลเมืองไทย,56
ขอนแก่น,9,ประชานิยม,55
ขอนแก่น,9,ผึ้งหลวง,43
ขอนแก่น,9,รวมใจไทย,41
ขอนแก่น,9,ประชาชนปฏิรูป,28
ขอนแก่น,9,มหาชน,27
ขอนแก่น,9,แผ่นดินธรรม,25
ขอนแก่น,9,ประชาธิปไตยใหม่,20
ขอนแก่น,9,ไทรักธรรม,14
ขอนแก่น,10,เพื่อไทย,30111
ขอนแก่น,10,ภูมิใจไทย,19997
ขอนแก่น,10,พลังประชารัฐ,14439
ขอนแก่น,10,ก้าวไกล,9588
ขอนแก่น,10,พลังท้องถิ่นไท,7936
ขอนแก่น,10,เพื่อชาติ,3100
ขอนแก่น,10,ประชาธิปัตย์,791
ขอนแก่น,10,เสรีรวมไทย,744
ขอนแก่น,10,เศรษฐกิจใหม่,528
ขอนแก่น,10,ชาติไทยพัฒนา,385
ขอนแก่น,10,พลเมืองไทย,327
ขอนแก่น,10,ประชากรไทย,306
ขอนแก่น,10,พลังปวงชนไทย,257
ขอนแก่น,10,มหาชน,230
ขอนแก่น,10,เครือข่ายชาวนาแห่งประเทศไทย,186
ขอนแก่น,10,ประชาชาติ,160
ขอนแก่น,10,รวมพลังประชาชาติไทย,129
ขอนแก่น,10,ครูไทยเพื่อประชาชน,129
ขอนแก่น,10,ประชาธิปไตยใหม่,123
ขอนแก่น,10,พลังไทยรักไทย,121
ขอนแก่น,10,ประชาภิวัฒน์,113
ขอนแก่น,10,รักษ์ผืนป่าประเทศไทย,97
ขอนแก่น,10,ไทยศรีวิไลย์,87
ขอนแก่น,10,พลังชาติไทย,77
ขอนแก่น,10,ชาติพัฒนา,75
ขอนแก่น,10,พลังประชาธิปไตย,57
ขอนแก่น,10,รวมใจไทย,50
ขอนแก่น,10,พลังธรรมใหม่,48
ขอนแก่น,10,ประชาธรรมไทย,47
ขอนแก่น,10,เพื่อนไทยพัฒนา,39
ขอนแก่น,10,ประชาชนปฏิรูป,39
ขอนแก่น,10,พลังครูไทย,39
ขอนแก่น,10,ประชานิยม,35
ขอนแก่น,10,ฐานรากไทย,33
ขอนแก่น,10,แทนคุณแผ่นดิน,32
ขอนแก่น,10,ประชาธิปไตยเพื่อประชาชน,28
ขอนแก่น,10,เพื่อแผ่นดิน,22
ขอนแก่น,10,พลังรัก,20
ขอนแก่น,10,ภาคีเครือข่ายไทย,16
ขอนแก่น,10,ไทรักธรรม,15
ขอนแก่น,10,แผ่นดินธรรม,14
ขอนแก่น,10,พลังไทสร้างชาติ,13
จันทบุรี,1,ก้าวไกล,26805
จันทบุรี,1,พลังประชารัฐ,25661
จันทบุรี,1,ภูมิใจไทย,14692
จันทบุรี,1,ประชาธิปัตย์,12589
จันทบุรี,1,เสรีรวมไทย,4360
จันทบุรี,1,เศรษฐกิจใหม่,1911
จันทบุรี,1,เพื่อชาติ,1104
จันทบุรี,1,รวมพลังประชาชาติไทย,575
จันทบุรี,1,รักษ์ผืนป่าประเทศไทย,455
จันทบุรี,1,ชาติไทยพัฒนา,369
จันทบุรี,1,ครูไทยเพื่อประชาชน,364
จันทบุรี,1,พลังท้องถิ่นไท,356
จันทบุรี,1,รวมใจไทย,304
จันทบุรี,1,ประชาธรรมไทย,300
จันทบุรี,1,ประชาธิปไตยใหม่,284
จันทบุรี,1,ไทยศรีวิไลย์,249
จันทบุรี,1,ชาติพันธุ์ไทย,183
จันทบุรี,1,พลเมืองไทย,181
จันทบุรี,1,ประชาภิวัฒน์,96
จันทบุรี,1,เครือข่ายชาวนาแห่งประเทศไทย,85
จันทบุรี,1,กรีน,76
จันทบุรี,1,ประชาชนปฏิรูป,65
จันทบุรี,1,พลังชาติไทย,57
จันทบุรี,1,ไทรักธรรม,52
จันทบุรี,1,พลังไทยดี,50
จันทบุรี,1,ประชานิยม,45
จันทบุรี,1,ไทยรักษาชาติ,0
จันทบุรี,2,ก้าวไกล,28750
จันทบุรี,2,พลังประชารัฐ,27766
จันทบุรี,2,ประชาธิปัตย์,19711
จันทบุรี,2,เสรีรวมไทย,7071
จันทบุรี,2,ภูมิใจไทย,2216
จันทบุรี,2,ชาติไทยพัฒนา,2044
จันทบุรี,2,เศรษฐกิจใหม่,1265
จันทบุรี,2,รวมพลังประชาชาติไทย,920
จันทบุรี,2,เพื่อชาติ,747
จันทบุรี,2,ชาติพันธุ์ไทย,621
จันทบุรี,2,พลังชาติไทย,532
จันทบุรี,2,ประชาธิปไตยใหม่,469
จันทบุรี,2,เครือข่ายชาวนาแห่งประเทศไทย,441
จันทบุรี,2,ไทยศรีวิไลย์,395
จันทบุรี,2,ประชาธรรมไทย,372
จันทบุรี,2,รักษ์ผืนป่าประเทศไทย,370
จันทบุรี,2,พลังท้องถิ่นไท,364
จันทบุรี,2,ฐานรากไทย,328
จันทบุรี,2,ประชาชนปฏิรูป,271
จันทบุรี,2,ประชาภิวัฒน์,234
จันทบุรี,2,พลังไทยดี,217
จันทบุรี,2,ทางเลือกใหม่,202
จันทบุรี,2,ไทรักธรรม,172
จันทบุรี,2,ครูไทยเพื่อประชาชน,154
จันทบุรี,2,ประชานิยม,104
จันทบุรี,2,กรีน,98
จันทบุรี,2,ไทยรักษาชาติ,0
จันทบุรี,3,ก้าวไกล,32687
จันทบุรี,3,พลังประชารัฐ,26892
จันทบุรี,3,ประชาธิปัตย์,16023
จันทบุรี,3,ภูมิใจไทย,9879
จันทบุรี,3,เสรีรวมไทย,6310
จันทบุรี,3,เพื่อชาติ,4106
จันทบุรี,3,ชาติไทยพัฒนา,2288
จันทบุรี,3,เศรษฐกิจใหม่,1149
จันทบุรี,3,รวมพลังประชาชาติไทย,711
จันทบุรี,3,ประชานิยม,566
จันทบุรี,3,ประชาภิวัฒน์,515
จันทบุรี,3,รักษ์ผืนป่าประเทศไทย,498
จันทบุรี,3,ไทยศรีวิไลย์,425
จันทบุรี,3,ประชาธรรมไทย,307
จันทบุรี,3,ประชาธิปไตยใหม่,306
จันทบุรี,3,พลังชาติไทย,252
จันทบุรี,3,ประชาชนปฏิรูป,252
จันทบุรี,3,พลังท้องถิ่นไท,247
จันทบุรี,3,เพื่อแผ่นดิน,240
จันทบุรี,3,ทางเลือกใหม่,227
จันทบุรี,3,ภาคีเครือข่ายไทย,210
จันทบุรี,3,ฐานรากไทย,156
จันทบุรี,3,กรีน,148
จันทบุรี,3,ครูไทยเพื่อประชาชน,141
จันทบุรี,3,ไทรักธรรม,119
จันทบุรี,3,เครือข่ายชาวนาแห่งประเทศไทย,73
จันทบุรี,3,พลังไทยดี,58
จันทบุรี,3,ไทยรักษาชาติ,0
จันทบุรี,3,พลังประชาธิปไตย,0
ฉะเชิงเทรา,1,ก้าวไกล,35045
ฉะเชิงเทรา,1,พลังประชารัฐ,30116
ฉะเชิงเทรา,1,ภูมิใจไทย,22761
ฉะเชิงเทรา,1,ประชาธิปัตย์,9100
ฉะเชิงเทรา,1,เสรีรวมไทย,2741
ฉะเชิงเทรา,1,เศรษฐกิจใหม่,2109
ฉะเชิงเทรา,1,พลังท้องถิ่นไท,416
ฉะเชิงเทรา,1,รวมพลังประชาชาติไทย,348
ฉะเชิงเทรา,1,รักษ์ผืนป่าประเทศไทย,323
ฉะเชิงเทรา,1,ประชานิยม,249
ฉะเชิงเทรา,1,เครือข่ายชาวนาแห่งประเทศไทย,234
ฉะเชิงเทรา,1,ประชาภิวัฒน์,154
ฉะเชิงเทรา,1,ไทรักธรรม,117
ฉะเชิงเทรา,1,แทนคุณแผ่นดิน,105
ฉะเชิงเทรา,1,ประชาธิปไตยใหม่,103
ฉะเชิงเทรา,1,สังคมประชาธิปไตยไทย,100
ฉะเชิงเทรา,1,ประชาชนปฏิรูป,94
ฉะเชิงเทรา,1,พลังชาติไทย,58
ฉะเชิงเทรา,1,มหาชน,44
ฉะเชิงเทรา,1,เพื่อนไทย,0
ฉะเชิงเทรา,1,ไทยรักษาชาติ,0
ฉะเชิงเทรา,2,พลังประชารัฐ,44500
ฉะเชิงเทรา,2,เพื่อไทย,34926
ฉะเชิงเทรา,2,ก้าวไกล,12103
ฉะเชิงเทรา,2,ประชาธิปัตย์,5769
ฉะเชิงเทรา,2,เสรีรวมไทย,1560
ฉะเชิงเทรา,2,เศรษฐกิจใหม่,1078
ฉะเชิงเทรา,2,ภูมิใจไทย,570
ฉะเชิงเทรา,2,ไทยธรรม,557
ฉะเชิงเทรา,2,รักษ์ผืนป่าประเทศไทย,255
ฉะเชิงเทรา,2,กรีน,239
ฉะเชิงเทรา,2,พลังท้องถิ่นไท,208
ฉะเชิงเทรา,2,ชาติไทยพัฒนา,185
ฉะเชิงเทรา,2,เครือข่ายชาวนาแห่งประเทศไทย,173
ฉะเชิงเทรา,2,แทนคุณแผ่นดิน,167
ฉะเชิงเทรา,2,รวมพลังประชาชาติไทย,160
ฉะเชิงเทรา,2,พลเมืองไทย,144
ฉะเชิงเทรา,2,ประชาภิวัฒน์,113
ฉะเชิงเทรา,2,ประชาชนปฏิรูป,101
ฉะเชิงเทรา,2,พลังชาติไทย,86
ฉะเชิงเทรา,2,พลังประชาธิปไตย,72
ฉะเชิงเทรา,2,สังคมประชาธิปไตยไทย,57
ฉะเชิงเทรา,2,ประชานิยม,53
ฉะเชิงเทรา,2,เพื่อชาติ,46
ฉะเชิงเทรา,2,พลังไทยดี,35
ฉะเชิงเทรา,2,พลังปวงชนไทย,32
ฉะเชิงเทรา,2,มหาชน,24
ฉะเชิงเทรา,2,ไทยรักษาชาติ,0
ฉะเชิงเทรา,2,เพื่อนไทย,0
ฉะเชิงเทรา,3,พลังประชารัฐ,31265
ฉะเชิงเทรา,3,เพื่อไทย,23462
ฉะเชิงเทรา,3,ก้าวไกล,15513
ฉะเชิงเทรา,3,ประชาธิปัตย์,4608
ฉะเชิงเทรา,3,ภูมิใจไทย,4530
ฉะเชิงเทรา,3,เสรีรวมไทย,1981
ฉะเชิงเทรา,3,เศรษฐกิจใหม่,1266
ฉะเชิงเทรา,3,พลังปวงชนไทย,953
ฉะเชิงเทรา,3,ประชาภิวัฒน์,493
ฉะเชิงเทรา,3,รวมพลังประชาชาติไทย,407
ฉะเชิงเทรา,3,รักษ์ผืนป่าประเทศไทย,370
ฉะเชิงเทรา,3,พลังท้องถิ่นไท,358
ฉะเชิงเทรา,3,ทางเลือกใหม่,356
ฉะเชิงเทรา,3,พลเมืองไทย,331
ฉะเชิงเทรา,3,แทนคุณแผ่นดิน,318
ฉะเชิงเทรา,3,พลังไทยรักชาติ,273
ฉะเชิงเทรา,3,เครือข่ายชาวนาแห่งประเทศไทย,182
ฉะเชิงเทรา,3,เพื่อชาติ,155
ฉะเชิงเทรา,3,ประชาธิปไตยใหม่,137
ฉะเชิงเทรา,3,สังคมประชาธิปไตยไทย,136
ฉะเชิงเทรา,3,ประชาชนปฏิรูป,135
ฉะเชิงเทรา,3,ไทรักธรรม,121
ฉะเชิงเทรา,3,กรีน,118
ฉะเชิงเทรา,3,ประชานิยม,108
ฉะเชิงเทรา,3,มหาชน,97
ฉะเชิงเทรา,3,พลังชาติไทย,88
ฉะเชิงเทรา,3,ไทยรักษาชาติ,0
ฉะเชิงเทรา,4,ก้าวไกล,42342
ฉะเชิงเทรา,4,พลังประชารัฐ,39361
ฉะเชิงเทรา,4,ประชาธิปัตย์,10379
ฉะเชิงเทรา,4,เสรีรวมไทย,4098
ฉะเชิงเทรา,4,เศรษฐกิจใหม่,2354
ฉะเชิงเทรา,4,เพื่อชาติ,2111
ฉะเชิงเทรา,4,ภูมิใจไทย,697
ฉะเชิงเทรา,4,เครือข่ายชาวนาแห่งประเทศไทย,604
ฉะเชิงเทรา,4,พลังประชาธิปไตย,500
ฉะเชิงเทรา,4,ประชานิยม,444
ฉะเชิงเทรา,4,พลังท้องถิ่นไท,401
ฉะเชิงเทรา,4,พลังไทยดี,368
ฉะเชิงเทรา,4,รักษ์ผืนป่าประเทศไทย,340
ฉะเชิงเทรา,4,รวมพลังประชาชาติไทย,313
ฉะเชิงเทรา,4,สังคมประชาธิปไตยไทย,292
ฉะเชิงเทรา,4,พลังชาติไทย,269
ฉะเชิงเทรา,4,ประชาชนปฏิรูป,250
ฉะเชิงเทรา,4,แทนคุณแผ่นดิน,233
ฉะเชิงเทรา,4,ประชาไทย,197
ฉะเชิงเทรา,4,มหาชน,96
ฉะเชิงเทรา,4,พลังปวงชนไทย,94
ฉะเชิงเทรา,4,ประชาภิวัฒน์,74
ฉะเชิงเทรา,4,ไทยรักษาชาติ,0
ฉะเชิงเทรา,4,เพื่อนไทย,0
ชลบุรี,1,พลังประชารัฐ,38268
ชลบุรี,1,ก้าวไกล,27430
ชลบุรี,1,เพื่อไทย,14877
ชลบุรี,1,ประชาธิปัตย์,8362
ชลบุรี,1,ภูมิใจไทย,8266
ชลบุรี,1,เศรษฐกิจใหม่,5327
ชลบุรี,1,เสรีรวมไทย,5199
ชลบุรี,1,สังคมประชาธิปไตยไทย,624
ชลบุรี,1,ไทยศรีวิไลย์,436
ชลบุรี,1,ชาติพัฒนา,399
ชลบุรี,1,รวมพลังประชาชาติไทย,388
ชลบุรี,1,พลังชาติไทย,296
ชลบุรี,1,ประชาภิวัฒน์,250
ชลบุรี,1,รักษ์ผืนป่าประเทศไทย,209
ชลบุรี,1,ชาติไทยพัฒนา,178
ชลบุรี,1,ประชาชนปฏิรูป,162
ชลบุรี,1,ไทยรุ่งเรือง,160
ชลบุรี,1,ภาคีเครือข่ายไทย,149
ชลบุรี,1,พลังประชาธิปไตย,130
ชลบุรี,1,ครูไทยเพื่อประชาชน,111
ชลบุรี,1,เพื่อชาติ,109
ชลบุรี,1,พลังปวงชนไทย,84
ชลบุรี,1,ไทรักธรรม,54
ชลบุรี,1,ประชานิยม,49
ชลบุรี,2,พลังประชารัฐ,42427
ชลบุรี,2,ก้าวไกล,21147
ชลบุรี,2,ภูมิใจไทย,20853
ชลบุรี,2,เพื่อไทย,11102
ชลบุรี,2,ประชาธิปัตย์,6020
ชลบุรี,2,เศรษฐกิจใหม่,2903
ชลบุรี,2,เสรีรวมไทย,2707
ชลบุรี,2,รวมพลังประชาชาติไทย,485
ชลบุรี,2,ไทยศรีวิไลย์,311
ชลบุรี,2,สังคมประชาธิปไตยไทย,302
ชลบุรี,2,ชาติพัฒนา,235
ชลบุรี,2,พลังชาติไทย,216
ชลบุรี,2,รักษ์ผืนป่าประเทศไทย,159
ชลบุรี,2,ไทรักธรรม,140
ชลบุรี,2,ไทยรุ่งเรือง,108
ชลบุรี,2,ครูไทยเพื่อประชาชน,107
ชลบุรี,2,พลังประชาธิปไตย,107
ชลบุรี,2,ชาติไทยพัฒนา,96
ชลบุรี,2,ประชากรไทย,78
ชลบุรี,2,เพื่อชาติ,69
ชลบุรี,2,ประชาภิวัฒน์,63
ชลบุรี,2,ประชานิยม,50
ชลบุรี,2,พลังปวงชนไทย,19
ชลบุรี,3,พลังประชารัฐ,54644
ชลบุรี,3,ก้าวไกล,15038
ชลบุรี,3,ภูมิใจไทย,13815
ชลบุรี,3,เพื่อไทย,10025
ชลบุรี,3,ประชาธิปัตย์,5458
ชลบุรี,3,เสรีรวมไทย,2422
ชลบุรี,3,เศรษฐกิจใหม่,1623
ชลบุรี,3,ผึ้งหลวง,534
ชลบุรี,3,ไทยศรีวิไลย์,344
ชลบุรี,3,ชาติพัฒนา,306
ชลบุรี,3,รวมพลังประชาชาติไทย,263
ชลบุรี,3,ไทยรุ่งเรือง,215
ชลบุรี,3,ประชาภิวัฒน์,176
ชลบุรี,3,รักษ์ผืนป่าประเทศไทย,165
ชลบุรี,3,เครือข่ายชาวนาแห่งประเทศไทย,124
ชลบุรี,3,พลังศรัทธา,109
ชลบุรี,3,พลเมืองไทย,109
ชลบุรี,3,พลังชาติไทย,103
ชลบุรี,3,ประชานิยม,97
ชลบุรี,3,พลังประชาธิปไตย,80
ชลบุรี,3,ประชาชนปฏิรูป,74
ชลบุรี,3,ครูไทยเพื่อประชาชน,74
ชลบุรี,3,สังคมประชาธิปไตยไทย,67
ชลบุรี,3,ชาติไทยพัฒนา,66
ชลบุรี,3,เพื่อชาติ,64
ชลบุรี,3,มหาชน,32
ชลบุรี,3,พลังปวงชนไทย,29
ชลบุรี,4,พลังประชารัฐ,31261
ชลบุรี,4,เพื่อไทย,21021
ชลบุรี,4,ก้าวไกล,14732
ชลบุรี,4,ประชาธิปัตย์,10940
ชลบุรี,4,ภูมิใจไทย,9426
ชลบุรี,4,เศรษฐกิจใหม่,1933
ชลบุรี,4,เสรีรวมไทย,1685
ชลบุรี,4,ไทยรุ่งเรือง,938
ชลบุรี,4,ไทยศรีวิไลย์,407
ชลบุรี,4,ชาติไทยพัฒนา,327
ชลบุรี,4,รวมพลังประชาชาติไทย,248
ชลบุรี,4,สังคมประชาธิปไตยไทย,224
ชลบุรี,4,พลังท้องถิ่นไท,208
ชลบุรี,4,ชาติพัฒนา,160
ชลบุรี,4,ประชานิยม,133
ชลบุรี,4,มหาชน,133
ชลบุรี,4,ประชาภิวัฒน์,118
ชลบุรี,4,พลเมืองไทย,96
ชลบุรี,4,รักษ์ผืนป่าประเทศไทย,83
ชลบุรี,4,ไทรักธรรม,76
ชลบุรี,4,ผึ้งหลวง,64
ชลบุรี,4,เครือข่ายชาวนาแห่งประเทศไทย,59
ชลบุรี,4,พลังปวงชนไทย,54
ชลบุรี,4,พลังชาติไทย,53
ชลบุรี,4,เพื่อชาติ,52
ชลบุรี,4,ประชาชนปฏิรูป,38
ชลบุรี,5,ก้าวไกล,43284
ชลบุรี,5,พลังประชารัฐ,38321
ชลบุรี,5,ประชาธิปัตย์,9696
ชลบุรี,5,เสรีรวมไทย,7591
ชลบุรี,5,เศรษฐกิจใหม่,4346
ชลบุรี,5,ภูมิใจไทย,1722
ชลบุรี,5,เพื่อชาติ,1604
ชลบุรี,5,พลังท้องถิ่นไท,1103
ชลบุรี,5,ชาติพัฒนา,745
ชลบุรี,5,ไทยศรีวิไลย์,558
ชลบุรี,5,สังคมประชาธิปไตยไทย,530
ชลบุรี,5,รวมพลังประชาชาติไทย,517
ชลบุรี,5,ชาติไทยพัฒนา,373
ชลบุรี,5,รักษ์ผืนป่าประเทศไทย,331
ชลบุรี,5,พลังชาติไทย,169
ชลบุรี,5,ครูไทยเพื่อประชาชน,109
ชลบุรี,5,ไทรักธรรม,103
ชลบุรี,5,มติประชา,100
ชลบุรี,5,ไทยรุ่งเรือง,79
ชลบุรี,5,พลังปวงชนไทย,78
ชลบุรี,5,ประชาภิวัฒน์,76
ชลบุรี,5,มหาชน,61
ชลบุรี,5,ประชานิยม,54
ชลบุรี,6,ก้าวไกล,39189
ชลบุรี,6,พลังประชารัฐ,33440
ชลบุรี,6,เสรีรวมไทย,7155
ชลบุรี,6,ประชาธิปัตย์,6582
ชลบุรี,6,ภูมิใจไทย,4345
ชลบุรี,6,เศรษฐกิจใหม่,2933
ชลบุรี,6,รวมพลังประชาชาติไทย,719
ชลบุรี,6,ไทยศรีวิไลย์,580
ชลบุรี,6,สังคมประชาธิปไตยไทย,414
ชลบุรี,6,พลังปวงชนไทย,362
ชลบุรี,6,ชาติพัฒนา,345
ชลบุรี,6,พลังชาติไทย,292
ชลบุรี,6,พลังท้องถิ่นไท,215
ชลบุรี,6,ชาติไทยพัฒนา,212
ชลบุรี,6,รักษ์ผืนป่าประเทศไทย,157
ชลบุรี,6,เพื่อชีวิตใหม่,118
ชลบุรี,6,ประชานิยม,107
ชลบุรี,6,พลังประชาธิปไตย,104
ชลบุรี,6,ประชาชนปฏิรูป,94
ชลบุรี,6,ประชาภิวัฒน์,89
ชลบุรี,6,ครูไทยเพื่อประชาชน,88
ชลบุรี,6,ไทยรุ่งเรือง,75
ชลบุรี,6,พลังศรัทธา,66
ชลบุรี,6,ภาคีเครือข่ายไทย,61
ชลบุรี,6,ไทรักธรรม,49
ชลบุรี,6,พลเมืองไทย,45
ชลบุรี,6,มหาชน,38
ชลบุรี,7,ก้าวไกล,31247
ชลบุรี,7,พลังประชารัฐ,28001
ชลบุรี,7,เสรีรวมไทย,7708
ชลบุรี,7,ภูมิใจไทย,6946
ชลบุรี,7,ประชาธิปัตย์,5243
ชลบุรี,7,เศรษฐกิจใหม่,2256
ชลบุรี,7,เพื่อชาติ,1383
ชลบุรี,7,รวมพลังประชาชาติไทย,690
ชลบุรี,7,ชาติพัฒนา,670
ชลบุรี,7,รักษ์ผืนป่าประเทศไทย,336
ชลบุรี,7,ชาติไทยพัฒนา,289
ชลบุรี,7,ไทยศรีวิไลย์,273
ชลบุรี,7,พลังชาติไทย,259
ชลบุรี,7,พลังท้องถิ่นไท,244
ชลบุรี,7,ประชาภิวัฒน์,229
