province,electorialDistrictNumber,party,points
เชียงราย,3,ฐานรากไทย,97
เชียงราย,3,ประชานิยม,77
เชียงราย,3,ครูไทยเพื่อประชาชน,71
เชียงราย,3,มหาชน,62
เชียงราย,3,ประชาชนปฏิรูป,53
เชียงราย,3,ไทรักธรรม,43
เชียงราย,3,พลังปวงชนไทย,40
เชียงราย,3,ประชากรไทย,38
เชียงราย,4,เพื่อไทย,62026
เชียงราย,4,ก้าวไกล,24897
เชียงราย,4,พลังประชารัฐ,14024
เชียงราย,4,ประชาธิปัตย์,2183
เชียงราย,4,เสรีรวมไทย,1378
เชียงราย,4,สามัญชน,904
เชียงราย,4,เพื่อชาติ,804
เชียงราย,4,รวมพลังประชาชาติไทย,563
เชียงราย,4,พลังปวงชนไทย,489
เชียงราย,4,ประชาภิวัฒน์,483
เชียงราย,4,เศรษฐกิจใหม่,474
เชียงราย,4,พลเมืองไทย,452
เชียงราย,4,ประชาชาติ,362
เชียงราย,4,พลังท้องถิ่นไท,359
เชียงราย,4,พลังชาติไทย,289
เชียงราย,4,พลังไทยรักไทย,266
เชียงราย,4,ภราดรภาพ,259
เชียงราย,4,พลังครูไทย,228
เชียงราย,4,รักษ์ผืนป่าประเทศไทย,214
เชียงราย,4,ชาติพัฒนากล้า,194
เชียงราย,4,ครูไทยเพื่อประชาชน,167
เชียงราย,4,ไทรักธรรม,119
เชียงราย,4,ภูมิใจไทย,95
เชียงราย,4,ประชานิยม,89
เชียงราย,4,ชาติพันธุ์ไทย,80
เชียงราย,4,ประชาธรรมไทย,73
เชียงราย,4,พลังประชาธิปไตย,73
เชียงราย,4,ประชาชนปฏิรูป,66
เชียงราย,4,มหาชน,64
เชียงราย,4,ชาติไทยพัฒนา,53
เชียงราย,4,พลังธรรมใหม่,47
เชียงราย,4,ถิ่นกาขาวชาววิไล,33
เชียงราย,5,เพื่อไทย,41125
เชียงราย,5,ก้าวไกล,20736
เชียงราย,5,พลังประชารัฐ,15954
เชียงราย,5,ประชาธิปัตย์,5261
เชียงราย,5,พลเมืองไทย,2653
เชียงราย,5,เพื่อชาติ,2534
เชียงราย,5,เสรีรวมไทย,1596
เชียงราย,5,ภราดรภาพ,1101
เชียงราย,5,ประชาชาติ,1014
เชียงราย,5,ชาติพันธุ์ไทย,722
เชียงราย,5,ภูมิใจไทย,573
เชียงราย,5,พลังปวงชนไทย,543
เชียงราย,5,เศรษฐกิจใหม่,513
เชียงราย,5,พลังท้องถิ่นไท,501
เชียงราย,5,รักษ์ธรรม,446
เชียงราย,5,รักษ์ผืนป่าประเทศไทย,414
เชียงราย,5,ชาติพัฒนากล้า,305
เชียงราย,5,พลังไทยรักไทย,288
เชียงราย,5,ชาติไทยพัฒนา,213
เชียงราย,5,พลังชาติไทย,212
เชียงราย,5,ประชานิยม,197
เชียงราย,5,ประชาธรรมไทย,189
เชียงราย,5,ประชาภิวัฒน์,165
เชียงราย,5,พลังธรรมใหม่,145
เชียงราย,5,ครูไทยเพื่อประชาชน,144
เชียงราย,5,พลังแผ่นดินทอง,141
เชียงราย,5,ถิ่นกาขาวชาววิไล,133
เชียงราย,5,ประชาชนปฏิรูป,121
เชียงราย,5,แทนคุณแผ่นดิน,83
เชียงราย,5,ฐานรากไทย,71
เชียงราย,5,พลังครูไทย,69
เชียงราย,5,พลังประชาธิปไตย,58
เชียงราย,5,ไทรักธรรม,57
เชียงราย,5,มหาชน,56
เชียงราย,5,รวมพลังประชาชาติไทย,55
เชียงราย,5,ผึ้งหลวง,37
เชียงราย,6,ก้าวไกล,23273
เชียงราย,6,เพื่อไทย,23081
เชียงราย,6,พลังประชารัฐ,16806
เชียงราย,6,เพื่อชาติ,2732
เชียงราย,6,ประชาธิปัตย์,1960
เชียงราย,6,เสรีรวมไทย,1124
เชียงราย,6,พลังปวงชนไทย,739
เชียงราย,6,เศรษฐกิจใหม่,725
เชียงราย,6,ประชาชาติ,639
เชียงราย,6,รักษ์ผืนป่าประเทศไทย,399
เชียงราย,6,เพื่อแผ่นดิน,393
เชียงราย,6,ชาติพัฒนากล้า,314
เชียงราย,6,ภราดรภาพ,305
เชียงราย,6,พลเมืองไทย,262
เชียงราย,6,ผึ้งหลวง,243
เชียงราย,6,พลังครูไทย,188
เชียงราย,6,พลังชาติไทย,183
เชียงราย,6,ครูไทยเพื่อประชาชน,175
เชียงราย,6,พลังธรรมใหม่,148
เชียงราย,6,ประชาธรรมไทย,146
เชียงราย,6,ภูมิใจไทย,112
เชียงราย,6,พลังไทยรักไทย,105
เชียงราย,6,พลังท้องถิ่นไท,94
เชียงราย,6,ประชากรไทย,90
เชียงราย,6,แผ่นดินธรรม,90
เชียงราย,6,ประชาภิวัฒน์,88
เชียงราย,6,รวมพลังประชาชาติไทย,74
เชียงราย,6,ชาติไทยพัฒนา,63
เชียงราย,6,ฐานรากไทย,47
เชียงราย,6,มหาชน,45
เชียงราย,6,ถิ่นกาขาวชาววิไล,39
เชียงราย,6,ชาติพันธุ์ไทย,37
เชียงราย,6,ประชานิยม,36
เชียงราย,6,ไทรักธรรม,30
เชียงราย,7,เพื่อไทย,32769
เชียงราย,7,ก้าวไกล,19837
เชียงราย,7,พลังประชารัฐ,11472
เชียงราย,7,ประชาธิปัตย์,2342
เชียงราย,7,เสรีรวมไทย,1133
เชียงราย,7,เพื่อชาติ,1087
เชียงราย,7,พลังปวงชนไทย,1030
เชียงราย,7,พลเมืองไทย,804
เชียงราย,7,พลังชาติไทย,555
เชียงราย,7,ถิ่นกาขาวชาววิไล,540
เชียงราย,7,เศรษฐกิจใหม่,487
เชียงราย,7,ภราดรภาพ,430
เชียงราย,7,ชาติพัฒนากล้า,319
เชียงราย,7,พลังท้องถิ่นไท,266
เชียงราย,7,ประชาภิวัฒน์,232
เชียงราย,7,ครูไทยเพื่อประชาชน,216
เชียงราย,7,ประชาธรรมไทย,215
เชียงราย,7,รักษ์ผืนป่าประเทศไทย,190
เชียงราย,7,พลังครูไทย,173
เชียงราย,7,ภูมิใจไทย,166
เชียงราย,7,ไทรักธรรม,155
เชียงราย,7,มหาชน,153
เชียงราย,7,พลังไทยรักไทย,141
เชียงราย,7,ประชานิยม,110
เชียงราย,7,ชาติไทยพัฒนา,92
เชียงราย,7,เพื่อแผ่นดิน,85
เชียงราย,7,พลังธรรมใหม่,83
เชียงราย,7,รวมพลังประชาชาติไทย,80
เชียงราย,7,ประชาชนปฏิรูป,76
เชียงราย,7,ผึ้งหลวง,71
เชียงใหม่,1,เพื่อไทย,46034
เชียงใหม่,1,ก้าวไกล,45341
เชียงใหม่,1,พลังประชารัฐ,21249
เชียงใหม่,1,ประชาธิปัตย์,10713
เชียงใหม่,1,เศรษฐกิจใหม่,5394
เชียงใหม่,1,เสรีรวมไทย,4163
เชียงใหม่,1,ชาติพันธุ์ไทย,1610
เชียงใหม่,1,เพื่อชาติ,837
เชียงใหม่,1,รวมพลังประชาชาติไทย,807
เชียงใหม่,1,ภูมิใจไทย,739
เชียงใหม่,1,รักษ์ผืนป่าประเทศไทย,549
เชียงใหม่,1,พลังธรรมใหม่,433
เชียงใหม่,1,ชาติไทยพัฒนา,387
เชียงใหม่,1,ไทยศรีวิไลย์,341
เชียงใหม่,1,กรีน,336
เชียงใหม่,1,ประชาภิวัฒน์,219
เชียงใหม่,1,ชาติพัฒนากล้า,204
เชียงใหม่,1,พลังท้องถิ่นไท,197
เชียงใหม่,1,พลังไทยรักไทย,156
เชียงใหม่,1,ประชานิยม,140
เชียงใหม่,1,พลังชาติไทย,137
เชียงใหม่,1,ประชาชนปฏิรูป,106
เชียงใหม่,1,พลังปวงชนไทย,105
เชียงใหม่,1,ครูไทยเพื่อประชาชน,90
เชียงใหม่,1,ไทรักธรรม,81
เชียงใหม่,1,ประชาธรรมไทย,72
เชียงใหม่,1,มหาชน,59
เชียงใหม่,1,รวมใจไทย,51
เชียงใหม่,1,เพื่อแผ่นดิน,46
เชียงใหม่,1,แทนคุณแผ่นดิน,34
เชียงใหม่,1,ประชากรไทย,31
เชียงใหม่,1,ภราดรภาพ,31
เชียงใหม่,1,เครือข่ายชาวนาแห่งประเทศไทย,25
เชียงใหม่,1,ประชาไทย,22
เชียงใหม่,2,เพื่อไทย,50127
เชียงใหม่,2,ก้าวไกล,32617
เชียงใหม่,2,พลังประชารัฐ,17022
เชียงใหม่,2,ประชาธิปัตย์,4416
เชียงใหม่,2,เสรีรวมไทย,2887
เชียงใหม่,2,รักษ์ผืนป่าประเทศไทย,693
เชียงใหม่,2,เพื่อชาติ,670
เชียงใหม่,2,ชาติพัฒนากล้า,576
เชียงใหม่,2,ภูมิใจไทย,510
เชียงใหม่,2,ครูไทยเพื่อประชาชน,470
เชียงใหม่,2,รวมพลังประชาชาติไทย,406
เชียงใหม่,2,ชาติไทยพัฒนา,225
เชียงใหม่,2,ประชาภิวัฒน์,187
เชียงใหม่,2,พลังไทยรักไทย,184
เชียงใหม่,2,พลังธรรมใหม่,170
เชียงใหม่,2,รวมใจไทย,166
เชียงใหม่,2,พลังท้องถิ่นไท,145
เชียงใหม่,2,ชาติพันธุ์ไทย,135
เชียงใหม่,2,ไทยศรีวิไลย์,113
เชียงใหม่,2,แผ่นดินธรรม,102
เชียงใหม่,2,ประชานิยม,94
เชียงใหม่,2,ไทรักธรรม,91
เชียงใหม่,2,เพื่อแผ่นดิน,80
เชียงใหม่,2,พลังชาติไทย,67
เชียงใหม่,2,พลังปวงชนไทย,67
เชียงใหม่,2,ประชาชนปฏิรูป,58
เชียงใหม่,2,กรีน,55
เชียงใหม่,2,ประชาธรรมไทย,46
เชียงใหม่,2,ภราดรภาพ,45
เชียงใหม่,2,พลังรัก,44
เชียงใหม่,2,เครือข่ายชาวนาแห่งประเทศไทย,31
เชียงใหม่,2,มหาชน,28
เชียงใหม่,3,เพื่อไทย,64040
เชียงใหม่,3,ก้าวไกล,28624
เชียงใหม่,3,พลังประชารัฐ,12769
เชียงใหม่,3,ประชาธิปัตย์,4308
เชียงใหม่,3,เสรีรวมไทย,2568
เชียงใหม่,3,เศรษฐกิจใหม่,2162
เชียงใหม่,3,ชาติพัฒนากล้า,1264
เชียงใหม่,3,เพื่อชาติ,1028
เชียงใหม่,3,ประชานิยม,494
เชียงใหม่,3,ภูมิใจไทย,487
เชียงใหม่,3,พลังไทยรักไทย,401
เชียงใหม่,3,พลังท้องถิ่นไท,339
เชียงใหม่,3,ไทยศรีวิไลย์,315
เชียงใหม่,3,ไทรักธรรม,308
เชียงใหม่,3,รวมพลังประชาชาติไทย,267
เชียงใหม่,3,ประชาชาติ,243
เชียงใหม่,3,รักษ์ผืนป่าประเทศไทย,227
เชียงใหม่,3,พลังธรรมใหม่,201
เชียงใหม่,3,ชาติพันธุ์ไทย,197
เชียงใหม่,3,พลังชาติไทย,187
เชียงใหม่,3,แผ่นดินธรรม,182
เชียงใหม่,3,ประชาภิวัฒน์,178
เชียงใหม่,3,พลังไทยรักชาติ,144
เชียงใหม่,3,ชาติไทยพัฒนา,136
เชียงใหม่,3,ภราดรภาพ,113
เชียงใหม่,3,เพื่อแผ่นดิน,90
เชียงใหม่,3,แทนคุณแผ่นดิน,90
เชียงใหม่,3,ประชาชนปฏิรูป,87
เชียงใหม่,3,เครือข่ายชาวนาแห่งประเทศไทย,78
เชียงใหม่,3,กรีน,77
เชียงใหม่,3,ครูไทยเพื่อประชาชน,61
เชียงใหม่,3,มหาชน,35
เชียงใหม่,4,เพื่อไทย,37454
เชียงใหม่,4,ก้าวไกล,35576
เชียงใหม่,4,พลังประชารัฐ,30520
เชียงใหม่,4,ประชาธิปัตย์,4918
เชียงใหม่,4,เสรีรวมไทย,2948
เชียงใหม่,4,ชาติพัฒนากล้า,1444
เชียงใหม่,4,ภูมิใจไทย,563
เชียงใหม่,4,ชาติพันธุ์ไทย,536
เชียงใหม่,4,พลังปวงชนไทย,497
เชียงใหม่,4,พลังชาติไทย,477
เชียงใหม่,4,เพื่อชาติ,417
เชียงใหม่,4,ประชาภิวัฒน์,390
เชียงใหม่,4,พลังไทยรักไทย,356
เชียงใหม่,4,พลังท้องถิ่นไท,333
เชียงใหม่,4,พลังธรรมใหม่,320
เชียงใหม่,4,รักษ์ผืนป่าประเทศไทย,243
เชียงใหม่,4,รวมพลังประชาชาติไทย,234
เชียงใหม่,4,เครือข่ายชาวนาแห่งประเทศไทย,169
เชียงใหม่,4,ชาติไทยพัฒนา,169
เชียงใหม่,4,ประชานิยม,159
เชียงใหม่,4,เพื่อแผ่นดิน,142
เชียงใหม่,4,แผ่นดินธรรม,122
เชียงใหม่,4,ภราดรภาพ,111
เชียงใหม่,4,แทนคุณแผ่นดิน,105
เชียงใหม่,4,ไทยศรีวิไลย์,98
เชียงใหม่,4,พลังประชาธิปไตย,87
เชียงใหม่,4,ประชาชนปฏิรูป,86
เชียงใหม่,4,ครูไทยเพื่อประชาชน,86
เชียงใหม่,4,ยางพาราไทย,80
เชียงใหม่,4,ประชากรไทย,77
เชียงใหม่,4,ประชาชาติ,67
เชียงใหม่,4,มหาชน,44
เชียงใหม่,4,ไทรักธรรม,44
เชียงใหม่,4,ประชาธรรมไทย,39
เชียงใหม่,5,เพื่อไทย,41169
เชียงใหม่,5,พลังประชารัฐ,29170
เชียงใหม่,5,ก้าวไกล,27940
เชียงใหม่,5,ประชาธิปัตย์,4816
เชียงใหม่,5,เสรีรวมไทย,2550
เชียงใหม่,5,พลังท้องถิ่นไท,1761
เชียงใหม่,5,เศรษฐกิจใหม่,1347
เชียงใหม่,5,เพื่อชาติ,1292
เชียงใหม่,5,ภูมิใจไทย,931
เชียงใหม่,5,รักษ์ผืนป่าประเทศไทย,505
เชียงใหม่,5,ประชาชาติ,504
เชียงใหม่,5,ไทยศรีวิไลย์,499
เชียงใหม่,5,ประชาภิวัฒน์,482
เชียงใหม่,5,พลังชาติไทย,438
เชียงใหม่,5,ประชาชนปฏิรูป,409
เชียงใหม่,5,ชาติไทยพัฒนา,318
เชียงใหม่,5,แทนคุณแผ่นดิน,318
เชียงใหม่,5,ชาติพันธุ์ไทย,312
เชียงใหม่,5,ภราดรภาพ,307
เชียงใหม่,5,พลังไทยรักไทย,299
เชียงใหม่,5,พลังธรรมใหม่,252
เชียงใหม่,5,รวมพลังประชาชาติไทย,245
เชียงใหม่,5,ครูไทยเพื่อประชาชน,231
เชียงใหม่,5,ประชาธรรมไทย,216
เชียงใหม่,5,พลังปวงชนไทย,187
เชียงใหม่,5,ประชานิยม,177
เชียงใหม่,5,ยางพาราไทย,167
เชียงใหม่,5,แผ่นดินธรรม,141
เชียงใหม่,5,เครือข่ายชาวนาแห่งประเทศไทย,133
เชียงใหม่,5,ประชาไทย,130
เชียงใหม่,5,เพื่อแผ่นดิน,96
เชียงใหม่,5,ประชากรไทย,91
เชียงใหม่,5,ไทรักธรรม,77
เชียงใหม่,5,มหาชน,58
เชียงใหม่,5,พลังรัก,49
เชียงใหม่,6,เพื่อไทย,23576
เชียงใหม่,6,ก้าวไกล,17377
เชียงใหม่,6,พลังประชารัฐ,12944
เชียงใหม่,6,ประชาธิปัตย์,4532
เชียงใหม่,6,พลังปวงชนไทย,1149
เชียงใหม่,6,พลังท้องถิ่นไท,1062
เชียงใหม่,6,เสรีรวมไทย,983
เชียงใหม่,6,เศรษฐกิจใหม่,866
เชียงใหม่,6,เพื่อชาติ,569
เชียงใหม่,6,ชาติไทยพัฒนา,568
เชียงใหม่,6,ครูไทยเพื่อประชาชน,387
เชียงใหม่,6,รักษ์ผืนป่าประเทศไทย,333
เชียงใหม่,6,ประชาภิวัฒน์,280
เชียงใหม่,6,รวมพลังประชาชาติไทย,274
เชียงใหม่,6,พลังธรรมใหม่,273
เชียงใหม่,6,ประชาชาติ,251
เชียงใหม่,6,ภูมิใจไทย,219
เชียงใหม่,6,ไทยศรีวิไลย์,187
เชียงใหม่,6,ประชาธิปไตยใหม่,166
เชียงใหม่,6,พลังประชาธิปไตย,161
เชียงใหม่,6,พลังชาติไทย,153
เชียงใหม่,6,ชาติพัฒนากล้า,151
เชียงใหม่,6,ชาติพันธุ์ไทย,122
เชียงใหม่,6,มหาชน,117
เชียงใหม่,6,เครือข่ายชาวนาแห่งประเทศไทย,113
เชียงใหม่,6,พลังไทยรักไทย,109
เชียงใหม่,6,ประชากรไทย,77
เชียงใหม่,6,ภราดรภาพ,61
เชียงใหม่,6,กรีน,60
เชียงใหม่,6,พลังรัก,59
เชียงใหม่,6,ยางพาราไทย,58
เชียงใหม่,6,ประชานิยม,55
เชียงใหม่,6,เพื่อแผ่นดิน,49
เชียงใหม่,6,ประชาชนปฏิรูป,40
เชียงใหม่,6,ไทรักธรรม,34
เชียงใหม่,6,แทนคุณแผ่นดิน,28
เชียงใหม่,7,เพื่อไทย,27477
เชียงใหม่,7,ก้าวไกล,19729
เชียงใหม่,7,ภูมิใจไทย,18925
เชียงใหม่,7,พลังประชารัฐ,8719
เชียงใหม่,7,ประชาธิปัตย์,3440
เชียงใหม่,7,เสรีรวมไทย,1032
เชียงใหม่,7,ประชาภิวัฒน์,645
เชียงใหม่,7,ชาติพัฒนากล้า,633
เชียงใหม่,7,พลังท้องถิ่นไท,613
เชียงใหม่,7,พลังธรรมใหม่,576
เชียงใหม่,7,รักษ์ผืนป่าประเทศไทย,537
เชียงใหม่,7,ประชากรไทย,520
เชียงใหม่,7,เพื่อชาติ,478
เชียงใหม่,7,ชาติไทยพัฒนา,457
เชียงใหม่,7,พลังปวงชนไทย,332
เชียงใหม่,7,ไทยศรีวิไลย์,299
เชียงใหม่,7,ครูไทยเพื่อประชาชน,273
เชียงใหม่,7,พลังชาติไทย,269
เชียงใหม่,7,แทนคุณแผ่นดิน,237
เชียงใหม่,7,รวมพลังประชาชาติไทย,202
เชียงใหม่,7,ชาติพันธุ์ไทย,163
เชียงใหม่,7,พลังไทยรักไทย,144
เชียงใหม่,7,พลังรัก,132
เชียงใหม่,7,มหาชน,131
เชียงใหม่,7,ประชานิยม,130
เชียงใหม่,7,เครือข่ายชาวนาแห่งประเทศไทย,109
เชียงใหม่,7,ยางพาราไทย,99
เชียงใหม่,7,ประชาชนปฏิรูป,98
เชียงใหม่,7,ประชาธรรมไทย,89
เชียงใหม่,7,ภราดรภาพ,72
เชียงใหม่,7,ไทรักธรรม,52
เชียงใหม่,8,เพื่อไทย,52165
เชียงใหม่,8,พลังประชารัฐ,39221
เชียงใหม่,8,ก้าวไกล,29556
เชียงใหม่,8,ประชาธิปัตย์,2508
เชียงใหม่,8,เสรีรวมไทย,1864
เชียงใหม่,8,เศรษฐกิจใหม่,1246
เชียงใหม่,8,พลังรัก,868
เชียงใหม่,8,พลังปวงชนไทย,790
เชียงใหม่,8,ภูมิใจไทย,677
เชียงใหม่,8,ประชาชาติ,594
เชียงใหม่,8,เครือข่ายชาวนาแห่งประเทศไทย,581
เชียงใหม่,8,พลังท้องถิ่นไท,538
เชียงใหม่,8,พลังชาติไทย,500
เชียงใหม่,8,ประชากรไทย,459
เชียงใหม่,8,รักษ์ผืนป่าประเทศไทย,440
เชียงใหม่,8,เพื่อชาติ,362
เชียงใหม่,8,กรีน,317
เชียงใหม่,8,รวมพลังประชาชาติไทย,242
เชียงใหม่,8,ครูไทยเพื่อประชาชน,231
เชียงใหม่,8,พลังธรรมใหม่,175
เชียงใหม่,8,พลังไทยรักไทย,139
เชียงใหม่,8,ภราดรภาพ,132
เชียงใหม่,8,ชาติไทยพัฒนา,131
เชียงใหม่,8,ประชาธรรมไทย,125
เชียงใหม่,8,ประชาภิวัฒน์,119
เชียงใหม่,8,ชาติพันธุ์ไทย,106
เชียงใหม่,8,ประชานิยม,86
เชียงใหม่,8,รวมใจไทย,73
เชียงใหม่,8,ไทรักธรรม,57
เชียงใหม่,8,มหาชน,55
เชียงใหม่,8,ประชาชนปฏิรูป,54
เชียงใหม่,8,พลังสหกรณ์,52
เชียงใหม่,9,เพื่อไทย,39600
เชียงใหม่,9,พลังประชารัฐ,32760
เชียงใหม่,9,ก้าวไกล,17628
เชียงใหม่,9,ประชาธิปัตย์,4695
เชียงใหม่,9,ประชาภิวัฒน์,1575
เชียงใหม่,9,ประชาชาติ,1072
เชียงใหม่,9,ภูมิใจไทย,1065
เชียงใหม่,9,เสรีรวมไทย,1056
เชียงใหม่,9,แผ่นดินธรรม,981
เชียงใหม่,9,พลังไทยรักไทย,952
เชียงใหม่,9,ชาติไทยพัฒนา,854
เชียงใหม่,9,พลังท้องถิ่นไท,711
เชียงใหม่,9,พลังธรรมใหม่,669
เชียงใหม่,9,พลังชาติไทย,643
เชียงใหม่,9,รวมพลังประชาชาติไทย,628
เชียงใหม่,9,รักษ์ผืนป่าประเทศไทย,479
เชียงใหม่,9,เศรษฐกิจใหม่,454
เชียงใหม่,9,พลังไทยดี,450
เชียงใหม่,9,ไทยศรีวิไลย์,304
เชียงใหม่,9,กรีน,232
เชียงใหม่,9,ประชาชนปฏิรูป,220
เชียงใหม่,9,ประชาธิปไตยใหม่,206
เชียงใหม่,9,ภราดรภาพ,188
เชียงใหม่,9,ครูไทยเพื่อประชาชน,188
เชียงใหม่,9,มหาชน,175
เชียงใหม่,9,เพื่อแผ่นดิน,163
เชียงใหม่,9,แทนคุณแผ่นดิน,157
เชียงใหม่,9,ชาติพันธุ์ไทย,114
เชียงใหม่,9,ประชานิยม,112
เชียงใหม่,9,พลังรัก,108
เชียงใหม่,9,ไทรักธรรม,95
เชียงใหม่,9,เครือข่ายชาวนาแห่งประเทศไทย,79
เชียงใหม่,9,ประชาธรรมไทย,75
ตาก,3,พลังประชารัฐ,20688
ตาก,3,เพื่อไทย,19212
ตาก,3,ประชาธิปัตย์,13118
ตาก,3,ก้าวไกล,9907
ตาก,3,เพื่อชาติ,4370
ตาก,3,ภูมิใจไทย,3048
ตาก,3,เสรีรวมไทย,2062
ตาก,3,ประชาภิวัฒน์,1440
ตาก,3,ประชาธรรมไทย,719
ตาก,3,แทนคุณแผ่นดิน,704
ตาก,3,เศรษฐกิจใหม่,577
ตาก,3,ประชานิยม,471
ตาก,3,ชาติไทยพัฒนา,316
ตาก,3,พลเมืองไทย,290
ตาก,3,พลังท้องถิ่นไท,283
ตาก,3,พลังปวงชนไทย,253
ตาก,3,พลังไทยรักไทย,252
ตาก,3,รักษ์ผืนป่าประเทศไทย,237
ตาก,3,พลังชาติไทย,236
ตาก,3,ครูไทยเพื่อประชาชน,202
ตาก,3,เพื่อแผ่นดิน,181
ตาก,3,รวมพลังประชาชาติไทย,160
ตาก,3,ประชาชนปฏิรูป,131
ตาก,3,ผึ้งหลวง,125
ตาก,3,พลังรัก,110
ตาก,3,ไทรักธรรม,110
นครนายก,1,เพื่อไทย,60943
นครนายก,1,พลังประชารัฐ,35005
นครนายก,1,ก้าวไกล,21038
นครนายก,1,ประชาธิปัตย์,17066
นครนายก,1,เสรีรวมไทย,3439
นครนายก,1,เศรษฐกิจใหม่,1912
นครนายก,1,พลังท้องถิ่นไท,1707
นครนายก,1,ภูมิใจไทย,1151
นครนายก,1,ประชาชาติ,1134
นครนายก,1,ประชาธิปไตยใหม่,1057
นครนายก,1,รักษ์ผืนป่าประเทศไทย,815
นครนายก,1,เพื่อชาติ,569
นครนายก,1,ชาติพัฒนากล้า,519
นครนายก,1,ประชานิยม,362
นครนายก,1,พลังปวงชนไทย,332
นครนายก,1,รวมพลังประชาชาติไทย,320
นครนายก,1,พลังชาติไทย,265
นครนายก,1,เพื่อแผ่นดิน,249
นครนายก,1,ประชาภิวัฒน์,240
นครนายก,1,ครูไทยเพื่อประชาชน,215
นครนายก,1,พลเมืองไทย,159
นครพนม,1,ภูมิใจไทย,48719
นครพนม,1,เพื่อไทย,21049
นครพนม,1,ก้าวไกล,7341
นครพนม,1,พลังประชารัฐ,6799
นครพนม,1,เพื่อชาติ,1536
นครพนม,1,เสรีรวมไทย,1203
นครพนม,1,รักษ์ผืนป่าประเทศไทย,462
นครพนม,1,ประชาธิปัตย์,434
นครพนม,1,เพื่อคนไทย,314
นครพนม,1,ไทยศรีวิไลย์,300
นครพนม,1,ชาติพัฒนากล้า,263
นครพนม,1,พลังปวงชนไทย,260
นครพนม,1,ประชาภิวัฒน์,206
นครพนม,1,พลังประชาธิปไตย,206
นครพนม,1,เศรษฐกิจใหม่,197
นครพนม,1,พลังชาติไทย,178
นครพนม,1,พลังท้องถิ่นไท,143
นครพนม,1,พลังธรรมใหม่,138
นครพนม,1,ประชาชาติ,128
นครพนม,1,ประชาธิปไตยใหม่,116
นครพนม,1,ไทรักธรรม,97
นครพนม,1,ชาติไทยพัฒนา,90
นครพนม,1,รวมพลังประชาชาติไทย,89
นครพนม,1,ประชาชนปฏิรูป,70
นครพนม,1,ประชานิยม,67
นครพนม,1,พลังไทยรักไทย,59
นครพนม,1,ประชาธรรมไทย,47
นครพนม,1,พลเมืองไทย,23
นครพนม,2,เพื่อไทย,42990
นครพนม,2,พลังประชารัฐ,22688
นครพนม,2,ก้าวไกล,11229
นครพนม,2,เพื่อคนไทย,2281
นครพนม,2,ภูมิใจไทย,2251
นครพนม,2,เสรีรวมไทย,2011
นครพนม,2,ประชาธิปัตย์,817
นครพนม,2,พลเมืองไทย,725
นครพนม,2,เพื่อชาติ,642
นครพนม,2,เศรษฐกิจใหม่,570
นครพนม,2,ชาติไทยพัฒนา,555
นครพนม,2,ประชานิยม,403
นครพนม,2,ไทรักธรรม,323
นครพนม,2,ไทยศรีวิไลย์,219
นครพนม,2,รักษ์ผืนป่าประเทศไทย,207
นครพนม,2,พลังปวงชนไทย,191
นครพนม,2,พลังท้องถิ่นไท,97
นครพนม,2,ประชาชนปฏิรูป,90
นครพนม,2,ครูไทยเพื่อประชาชน,82
นครพนม,2,พลังประชาธิปไตย,81
นครพนม,2,พลังไทยรักไทย,77
นครพนม,2,รวมพลังประชาชาติไทย,67
นครพนม,2,ชาติพัฒนากล้า,61
นครพนม,2,ประชาธรรมไทย,61
นครพนม,2,แผ่นดินธรรม,58
นครพนม,2,พลังธรรมใหม่,50
นครพนม,2,ประชาภิวัฒน์,47
นครพนม,2,ประชาธิปไตยใหม่,47
นครพนม,2,เพื่อแผ่นดิน,15
นครพนม,3,เพื่อไทย,33645
นครพนม,3,พลังประชารัฐ,29515
นครพนม,3,ก้าวไกล,12099
นครพนม,3,เพื่อคนไทย,5000
นครพนม,3,เสรีรวมไทย,1823
นครพนม,3,รวมใจไทย,1369
นครพนม,3,ประชาธิปัตย์,806
นครพนม,3,ภูมิใจไทย,658
นครพนม,3,ครูไทยเพื่อประชาชน,529
นครพนม,3,ชาติพัฒนากล้า,389
นครพนม,3,เศรษฐกิจใหม่,353
นครพนม,3,พลเมืองไทย,346
นครพนม,3,ชาติไทยพัฒนา,294
นครพนม,3,เพื่อชาติ,283
นครพนม,3,ประชานิยม,190
นครพนม,3,ไทรักธรรม,163
นครพนม,3,พลังท้องถิ่นไท,155
นครพนม,3,พลังไทยรักไทย,151
นครพนม,3,พลังประชาธิปไตย,140
นครพนม,3,ไทยศรีวิไลย์,138
นครพนม,3,รักษ์ผืนป่าประเทศไทย,108
นครพนม,3,พลังธรรมใหม่,104
นครพนม,3,ประชาธรรมไทย,94
นครพนม,3,พลังชาติไทย,80
นครพนม,3,รวมพลังประชาชาติไทย,66
นครพนม,3,แผ่นดินธรรม,62
นครพนม,3,ประชาชาติ,59
นครพนม,3,เพื่อแผ่นดิน,50
นครพนม,3,ประชาธิปไตยใหม่,34
นครพนม,3,ประชาภิวัฒน์,23
นครพนม,3,ประชาชนปฏิรูป,15
นครพนม,4,เพื่อไทย,44675
นครพนม,4,พลังประชารัฐ,28326
นครพนม,4,ก้าวไกล,7795
นครพนม,4,เพื่อคนไทย,1481
นครพนม,4,เสรีรวมไทย,1341
นครพนม,4,ภูมิใจไทย,1289
